unitid,instnm,domain,source,status
160667,Northshore Technical Community College,northshorecollege.edu,google,ok
160755,Tulane University of Louisiana,tulane.edu,google,ok
160904,Xavier University of Louisiana,xula.edu,google,ok
160959,College of the Atlantic,coa.edu,google,ok
160977,Bates College,bates.edu,google,ok
160995,Beal University,beal.edu,google,ok
161004,Bowdoin College,bowdoin.edu,wikipedia,ok
161022,Maine College of Health Professions,mchp.edu,google,ok
161077,Central Maine Community College,cmcc.edu,google,ok
161086,Colby College,colby.edu,google,ok
161138,Eastern Maine Community College,emcc.edu,google,ok
161192,Kennebec Valley Community College,kvcc.me.edu,google,ok
161208,The Landing School,landingschool.edu,google,ok
161217,University of Maine at Augusta,uma.edu,google,ok
161226,University of Maine at Farmington,umf.maine.edu,google,ok
161235,University of Maine at Fort Kent,umfk.maine.edu,placeholder,ok
161253,University of Maine,umaine.edu,google,ok
161280,University of Maine-System Central Office,maine.edu,google,ok
161299,Maine Maritime Academy,mainemaritime.edu,google,ok
161341,University of Maine at Presque Isle,umpi.edu,google,ok
161457,University of New England,une.edu,google,ok
161484,Northern Maine Community College,nmcc.edu,wikipedia,ok
161493,Empire Beauty School-Maine,empire.edu,placeholder,ok
161509,Maine College of Art & Design,meca.edu,google,ok
161518,Saint Joseph's College of Maine,sjcme.edu,duckduckgo,ok
161527,Spa Tech Institute-Westbrook,spatech.edu,placeholder,ok
161545,Southern Maine Community College,smccme.edu,google,ok
161554,University of Southern Maine,usm.maine.edu,google,ok
161563,Thomas College,thomas.edu,google,ok
161572,Unity Environmental University,unity.edu,google,ok
161581,Washington County Community College,wccc.me.edu,google,ok
161688,Allegany College of Maryland,allegany.edu,duckduckgo,ok
161767,Anne Arundel Community College,aacc.edu,google,ok
161800,Award Beauty School,awardbeautyschool.com,google,ok
161855,Baltimore Studio of Hair Design,baltimorestudio.com,placeholder,ok
161864,Baltimore City Community College,bccc.edu,placeholder,ok
161873,University of Baltimore,ubalt.edu,duckduckgo,ok
162007,Bowie State University,bowiestate.edu,wikipedia,ok
162061,Capitol Technology University,captechu.edu,google,ok
162104,Cecil College,cecil.edu,google,ok
162122,College of Southern Maryland,csmd.edu,google,ok
162168,Chesapeake College,chesapeake.edu,google,ok
162210,Washington Adventist University,wau.edu,google,ok
162283,Coppin State University,coppin.edu,google,ok
162335,Del-Mar-Va Beauty Academy,delmarvabeautyacademy.com,google,ok
162371,North American Trade Schools,natradeschools.edu,google,ok
162557,Frederick Community College,frederick.edu,placeholder,ok
162584,Frostburg State University,frostburg.edu,wikipedia,ok
162609,Garrett College,garrettcollege.edu,placeholder,ok
162654,Goucher College,goucher.edu,google,ok
162690,Hagerstown Community College,hagerstowncc.edu,google,ok
162706,Harford Community College,harford.edu,google,ok
162760,Hood College,hood.edu,google,ok
162779,Howard Community College,howardcc.edu,google,ok
162830,Aveda Institute-Maryland,avedainstitutemd.edu,google,ok
162928,Johns Hopkins University,jhu.edu,google,ok
163028,Lincoln College of Technology-Columbia,lincolntech.edu,google,ok
163046,Loyola University Maryland,loyola.edu,wikipedia,ok
163204,University of Maryland Global Campus,umgc.edu,google,ok
163259,"University of Maryland, Baltimore",umaryland.edu,google,ok
163268,University of Maryland-Baltimore County,umbc.edu,google,ok
163286,University of Maryland-College Park,umd.edu,google,ok
163295,Maryland Institute College of Art,mica.edu,google,ok
163338,University of Maryland Eastern Shore,wwwcp.umes.edu,google,ok
163347,Fortis Institute-Towson,fortis.edu,placeholder,ok
163408,Montgomery Beauty School,montgomerybeautyschool.com,google,ok
163426,Montgomery College,montgomerycollege.edu,google,ok
163453,Morgan State University,morgan.edu,google,ok
163462,Mount St. Mary's University,msmary.edu,google,ok
163532,Ner Israel Rabbinical College,nirc.edu,google,ok
163541,Hair Academy,hairacademymd.com,google,ok
163578,Notre Dame of Maryland University,ndm.edu,google,ok
163657,Prince George's Community College,pgcc.edu,google,ok
163815,Maryland Beauty Academy of Essex,baltimorestudio.com,placeholder,ok
163851,Salisbury University,salisbury.edu,google,ok
163912,St. Mary's College of Maryland,smcm.edu,wikipedia,ok
163976,St. John's College,sjc.edu,google,ok
164076,Towson University,towson.edu,google,ok
164085,Maryland University of Integrative Health,muih.edu,google,ok
164146,University System of Maryland,usmd.edu,placeholder,ok
164155,United States Naval Academy,usna.edu,wikipedia,ok
164173,Stevenson University,stevenson.edu,google,ok
164216,Washington College,washcoll.edu,duckduckgo,ok
164270,McDaniel College,mcdaniel.edu,google,ok
164313,Wor-Wic Community College,worwic.edu,google,ok
164368,Hult International Business School,hult.edu,google,ok
164447,American International College,aic.edu,google,ok
164465,Amherst College,amherst.edu,google,ok
164492,Anna Maria College,annamaria.edu,google,ok
164535,Assabet Valley Regional Technical School,assabet.org,google,ok
164562,Assumption University,assumption.edu,google,ok
164580,Babson College,babson.edu,google,ok
164599,Bancroft School of Massage Therapy,bancroftsmt.com,placeholder,ok
164614,Boston Baptist College,boston.edu,google,ok
164632,Bay Path University,baypath.edu,google,ok
164739,Bentley University,bentley.edu,google,ok
164748,Berklee College of Music,berklee.edu,google,ok
164775,Berkshire Community College,berkshirecc.edu,google,ok
164845,Empire Beauty School-Boston,,placeholder,ok
164872,Boston Architectural College,the-bac.edu,wikipedia,ok
164915,Boston Graduate School of Psychoanalysis Inc,bgsp.edu,google,ok
164924,Boston College,bc.edu,google,ok
164988,Boston University,bu.edu,google,ok
165015,Brandeis University,brandeis.edu,google,ok
165024,Bridgewater State University,bridgew.edu,wikipedia,ok
165033,Bristol Community College,bristolcc.edu,google,ok
165060,Signature Healthcare Brockton Hospital School of Nursing,signature-healthcare.org,google,ok
165112,Bunker Hill Community College,bhcc.edu,google,ok
165167,Cambridge College,cambridgecollege.edu,google,ok
165194,Cape Cod Community College,capecod.edu,google,ok
165255,Catherine Hinds Institute of Esthetics,catherinehinds.edu,google,ok
165264,Laboure College of Healthcare,laboure.edu,google,ok
165334,Clark University,clarku.edu,google,ok
165495,Conway School of Landscape Design,csld.edu,google,ok
165529,Curry College,curry.edu,google,ok
165574,Dean College,dean.edu,google,ok
165608,Diman Regional Technical Institute,dimanregional.org,google,ok
165635,National Aviation Academy of New England,naa.edu,google,ok
165644,Eastern Nazarene College,enc.edu,google,ok
165662,Emerson College,emerson.edu,google,ok
165671,Emmanuel College,emmanuel.edu,google,ok
165699,Endicott College,endicott.edu,google,ok
165750,Rob Roy Academy-Fall River,rob-roy.com,google,ok
165802,Fisher College,fisher.edu,google,ok
165820,Fitchburg State University,fitchburgstate.edu,google,ok
165866,Framingham State University,framingham.edu,google,ok
165884,Benjamin Franklin Cummings Institute of Technology,bfit.edu,google,ok
165936,Gordon College,gordon.edu,google,ok
165945,Gordon-Conwell Theological Seminary,gordonconwell.edu,google,ok
165981,Greenfield Community College,gcc.mass.edu,google,ok
166018,Hampshire College,hampshire.edu,duckduckgo,ok
166027,Harvard University,harvard.edu,google,ok
166045,Hebrew College,hebrewcollege.edu,google,ok
166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,hchc.edu,google,ok
166124,College of the Holy Cross,holycross.edu,google,ok
166133,Holyoke Community College,hcc.edu,google,ok
166391,Lasell University,lasell.edu,google,ok
166407,Lawrence Memorial Hospital School of Nursing,lmregis.org,google,ok
166452,Lesley University,lesley.edu,wikipedia,ok
166489,Longy School of Music of Bard College,longy.edu,placeholder,ok
166498,Lowell Academy Hairstyling Institute,lowellacademy.com,placeholder,ok
166513,University of Massachusetts-Lowell,uml.edu,wikipedia,ok
166629,University of Massachusetts-Amherst,umass.edu,google,ok
166638,University of Massachusetts-Boston,umb.edu,google,ok
166647,Massachusetts Bay Community College,massbay.edu,placeholder,ok
166656,MCPHS University,mcphs.edu,google,ok
166665,University of Massachusetts-Central Office,massachusetts.edu,duckduckgo,ok
166674,Massachusetts College of Art and Design,massart.edu,google,ok
166683,Massachusetts Institute of Technology,web.mit.edu,google,ok
166692,Massachusetts Maritime Academy,maritime.edu,google,ok
166708,University of Massachusetts Chan Medical School,umassmed.edu,google,ok
166717,William James College,williamjames.edu,google,ok
166805,Massachusetts School of Barbering,massschoolofbarbering.com,google,ok
166823,Massasoit Community College,massasoit.edu,google,ok
166850,Merrimack College,merrimack.edu,google,ok
166869,MGH Institute of Health Professions,mghihp.edu,google,ok
166887,Middlesex Community College,middlesex.mass.edu,placeholder,ok
166911,Montserrat College of Art,montserrat.edu,google,ok
166939,Mount Holyoke College,mtholyoke.edu,google,ok
166957,Mount Wachusett Community College,mwcc.edu,wikipedia,ok
167039,Rob Roy Academy-New Bedford,rob-roy.com,google,ok
167057,The New England Conservatory of Music,necmusic.edu,google,ok
167093,New England College of Optometry,neco.edu,google,ok
167215,New England Law-Boston,nesl.edu,google,ok
167260,Nichols College,nichols.edu,google,ok
167288,Massachusetts College of Liberal Arts,mcla.edu,google,ok
167297,North Bennet Street School,nbss.edu,google,ok
167312,North Shore Community College,northshore.edu,duckduckgo,ok
167358,Northeastern University,northeastern.edu,google,ok
167376,Northern Essex Community College,necc.mass.edu,google,ok
167394,College of Our Lady of the Elms,elms.edu,google,ok
167464,Pope St John XXIII National Seminary,psjs.edu,placeholder,ok
167525,Quincy College,quincycollege.edu,google,ok
167534,Quinsigamond Community College,qcc.edu,google,ok
167598,Regis College,regiscollege.edu,google,ok
167631,Roxbury Community College,rcc.mass.edu,duckduckgo,ok
167677,Saint John's Seminary,sjs.edu,google,ok
167729,Salem State University,salemstate.edu,google,ok
167783,Simmons University,simmons.edu,google,ok
167792,Bard College at Simon's Rock,simons-rock.edu,google,ok
167835,Smith College,smith.edu,google,ok
167871,Southeastern Technical Institute,stitech.edu,placeholder,ok
167899,Springfield College,springfield.edu,google,ok
167905,Springfield Technical Community College,stcc.edu,google,ok
167987,University of Massachusetts-Dartmouth,umassd.edu,google,ok
167996,Stonehill College,stonehill.edu,google,ok
168005,Suffolk University,suffolk.edu,google,ok
168032,Rob Roy Academy-Taunton,rob-roy.com,google,ok
168148,Tufts University,tufts.edu,google,ok
168218,Wellesley College,wellesley.edu,google,ok
168227,Wentworth Institute of Technology,wit.edu,google,ok
168254,Western New England University,wne.edu,google,ok
168263,Westfield State University,westfield.ma.edu,wikipedia,ok
168281,Wheaton College (Massachusetts),wheatoncollege.edu,google,ok
168342,Williams College,williams.edu,google,ok
168421,Worcester Polytechnic Institute,wpi.edu,google,ok
168430,Worcester State University,worcester.edu,google,ok
168528,Adrian College,adrian.edu,wikipedia,ok
168546,Albion College,albion.edu,google,ok
168555,Hillsdale Beauty College,hillsdalebeautycollege.com,google,ok
168573,Northwestern Technological Institute,northwesterntech.edu,google,ok
168591,Alma College,alma.edu,google,ok
168607,Alpena Community College,alpenacc.edu,google,ok
168740,Andrews University,andrews.edu,google,ok
168786,Aquinas College,aquinas.edu,google,ok
168847,Baker College,baker.edu,google,ok
168883,Bay de Noc Community College,baycollege.edu,google,ok
168892,Bayshire Academy of Beauty Craft Inc,bayshirebeautyacademy.edu,google,ok
169080,Calvin University,calvin.edu,google,ok
169099,Calvin Theological Seminary,calvinseminary.edu,google,ok
169187,Carnegie Institute,carnegie-institute.edu,google,ok
169220,Michigan School of Psychology,msp.edu,google,ok
169248,Central Michigan University,cmich.edu,google,ok
169275,Mott Community College,mcc.edu,duckduckgo,ok
169284,Empire Beauty School-Michigan,empire.edu,placeholder,ok
169327,Cleary University,cleary.edu,google,ok
169363,Concordia University Ann Arbor,cuaa.edu,google,ok
169424,Cranbrook Academy of Art,cranbrookart.edu,google,ok
169442,College for Creative Studies,ccsdetroit.edu,google,ok
169479,Davenport University,davenport.edu,duckduckgo,ok
169503,David Pressley School of Cosmetology,davidpressleyschool.com,google,ok
169521,Delta College,delta.edu,google,ok
169576,Detroit Business Institute-Downriver,dbidownriver.edu,google,ok
169655,Universal Technical Institute-Canton,uti.edu,google,ok
169716,University of Detroit Mercy,udmercy.edu,google,ok
169761,Dorsey College,dorsey.edu,google,ok
169798,Eastern Michigan University,emich.edu,google,ok
169813,Creative Hair School of Cosmetology,creativehairschool.com,google,ok
169910,Ferris State University,ferris.edu,google,ok
169974,Glen Oaks Community College,glenoaks.edu,wikipedia,ok
169983,Kettering University,kettering.edu,google,ok
169992,Gogebic Community College,gogebic.edu,wikipedia,ok
170000,Grace Christian University,gracechristian.edu,google,ok
170037,Cornerstone University,cornerstone.edu,google,ok
170055,Grand Rapids Community College,grcc.edu,google,ok
170082,Grand Valley State University,gvsu.edu,google,ok
170091,Great Lakes Christian College,glcc.edu,google,ok
170240,Henry Ford College,hfcc.edu,duckduckgo,ok
170286,Hillsdale College,hillsdale.edu,google,ok
170301,Hope College,hope.edu,duckduckgo,ok
170444,Jackson College,jccmi.edu,google,ok
170532,Kalamazoo College,kzoo.edu,wikipedia,ok
170541,Kalamazoo Valley Community College,kvcc.edu,google,ok
